날짜,종가,시가,고가,저가,거래량,거래대금,flng_cls_code,prtt_rate,mod_yn,전일대비구분,전일대비,revl_issu_reas,결산년월,매출액증가율,영업이익증가율,순이익증가율,ROE,EPS,주당매출액,BPS,유보율,부채비율,MA5,MA20,MA60,RSI,MACD,Signal_Line,BB_middle,BB_upper,BB_lower,Volume_MA5,Volume_MA20,Volume_Ratio,Price_Volatility
2019-01-02,38750,39400,39400,38550,7847664,304682.62305,00,0.00,N,상승,50,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,38130.0,41132.5,43978.333333333336,68.08510638297872,0.0,0.0,41132.5,45944.904476153824,36320.095523846176,11986733.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-03,37600,38300,38550,37450,12471493,472966.53535,00,0.00,N,하락,-1150,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,38130.0,41132.5,43978.333333333336,68.08510638297872,-91.73789173789555,-18.347578347579113,41132.5,45944.904476153824,36320.095523846176,11986733.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-04,37450,37450,37600,36850,14108958,525403.005097,00,0.00,N,하락,-150,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,38130.0,41132.5,43978.333333333336,68.08510638297872,-174.53267424777732,-49.584597527618754,41132.5,45944.904476153824,36320.095523846176,11986733.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-07,38750,38000,38900,37800,12748997,490833.16415,00,0.00,N,상승,1300,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,38130.0,41132.5,43978.333333333336,68.08510638297872,-133.70770129400626,-66.40921828089625,41132.5,45944.904476153824,36320.095523846176,11986733.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-08,38100,38000,39200,37950,12756554,491578.26975,00,0.00,N,하락,-650,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,38130.0,41132.5,43978.333333333336,68.08510638297872,-152.05044098784128,-83.53746282228526,41132.5,45944.904476153824,36320.095523846176,11986733.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-09,39600,38650,39600,38300,17452708,683003.58287,00,0.00,N,상승,1500,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,38300.0,41132.5,43978.333333333336,68.08510638297872,-45.03064512417768,-75.83609928266375,41132.5,45944.904476153824,36320.095523846176,13907742.0,13132836.4,1.2346926822297124,2406.202238076911
2019-01-10,39800,40000,40150,39600,14731699,587063.456542,00,0.00,N,상승,200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,38740.0,41132.5,43978.333333333336,68.08510638297872,55.2843589869517,-49.61200762874066,41132.5,45944.904476153824,36320.095523846176,14359783.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-11,40500,40350,40550,39950,11661063,470286.2789,00,0.00,N,상승,700,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,39350.0,41132.5,43978.333333333336,68.08510638297872,189.0891700827051,-1.8717720864515124,41132.5,45944.904476153824,36320.095523846176,13870204.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-14,40050,40450,40700,39850,11984996,481959.00165,00,0.00,N,하락,-450,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,39610.0,41132.5,43978.333333333336,68.08510638297872,255.86970105421642,49.676522541682075,41132.5,45944.904476153824,36320.095523846176,13717404.0,13132836.4,1.2346926822297124,2406.202238076911
2019-01-15,41100,40050,41100,39850,11492756,468237.87375,00,0.00,N,상승,1050,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,40210.0,41132.5,43978.333333333336,68.08510638297872,389.0354196096305,117.54830195527177,41132.5,45944.904476153824,36320.095523846176,13464644.4,13132836.4,1.2346926822297124,2406.202238076911
2019-01-16,41450,41150,41450,40700,8491595,349967.82495,00,0.00,N,상승,350,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,40580.0,41132.5,43978.333333333336,68.08510638297872,516.8543111318577,197.40950379058896,41132.5,45944.904476153824,36320.095523846176,11672421.8,13132836.4,1.2346926822297124,2406.202238076911
2019-01-17,41950,41700,42100,41450,11736903,491376.805142,00,0.00,N,상승,500,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,41010.0,41132.5,43978.333333333336,68.08510638297872,650.9932795765417,288.1262589477795,41132.5,45944.904476153824,36320.095523846176,11073462.6,13132836.4,1.2346926822297124,2406.202238076911
2019-01-18,42300,42000,42400,41950,11029256,465779.01465,00,0.00,N,상승,350,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,41370.0,41132.5,43978.333333333336,68.08510638297872,776.5894140608216,385.81888997038794,41132.5,45944.904476153824,36320.095523846176,10947101.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-21,42750,42700,42750,41900,11355701,482175.85135,00,0.00,N,상승,450,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,41910.0,41132.5,43978.333333333336,68.08510638297872,902.0383580121998,489.0627835787503,41132.5,45944.904476153824,36320.095523846176,10821242.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-22,42150,42750,42850,41850,9964356,420046.90475,00,0.00,N,하락,-600,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,42120.0,41132.5,43978.333333333336,68.08510638297872,942.1816803899201,579.6865629409843,41132.5,45944.904476153824,36320.095523846176,10515562.2,13132836.4,1.2346926822297124,2406.202238076911
2019-01-23,42000,41350,42250,41350,11071079,463297.0646,00,0.00,N,하락,-150,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,42230.0,41132.5,43978.333333333336,76.19047619047619,950.9300762084822,653.935265594484,41132.5,45944.904476153824,36320.095523846176,11031459.0,13132836.4,1.2346926822297124,2406.202238076911
2019-01-24,43050,43050,43100,42350,14747623,632002.0608,00,0.00,N,상승,1050,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,42450.0,41132.5,43978.333333333336,80.10752688172043,1030.7081062519865,729.2898337259845,41132.5,45944.904476153824,36320.095523846176,11633603.0,13132836.4,1.2346926822297124,2406.202238076911
2019-01-25,44750,44300,44750,43750,22789396,1009867.9148,00,0.00,N,상승,1700,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,42940.0,41132.5,43978.333333333336,80.9278350515464,1217.0788351322044,826.8476340072285,41132.5,45944.904476153824,36320.095523846176,13985631.0,13132836.4,1.2346926822297124,2406.202238076911
2019-01-28,45050,45000,45500,44600,17998914,812165.597086,00,0.00,N,상승,300,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,43400.0,41132.5,43978.333333333336,87.16577540106952,1373.1575676151988,936.1096207288226,41132.5,45944.904476153824,36320.095523846176,15314273.6,13132836.4,1.2346926822297124,2406.202238076911
2019-01-29,45500,45050,45500,44350,16215017,729601.104797,00,0.00,N,상승,450,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44070.0,41132.5,43978.333333333336,85.5421686746988,1515.6903914395953,1052.0257748709773,41132.5,45944.904476153824,36320.095523846176,16564405.8,13132836.4,1.2346926822297124,2406.202238076911
2019-01-30,46400,44800,46400,44800,17505980,802319.6697,00,0.00,N,상승,900,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44950.0,41515.0,43978.333333333336,86.66666666666667,1681.8834540776297,1177.9973107123078,41515.0,46729.362755636444,36300.637244363556,17851386.0,13615752.2,1.2857152320971295,2607.181377818223
2019-01-31,46150,46650,47050,46150,21621144,1007418.016957,00,0.00,N,하락,-250,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45570.0,41942.5,43978.333333333336,83.04093567251462,1772.9819110837489,1296.994230786596,41942.5,47207.106248084325,36677.893751915675,19226090.2,14073234.75,1.5363307998539568,2632.3031240421637
2019-02-01,46350,46650,46950,46250,13832454,644179.617419,00,0.00,N,상승,200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45890.0,42387.5,43978.333333333336,87.95180722891567,1840.1048399508363,1405.6163526194441,42387.5,47556.93191422323,37218.06808577677,17434701.8,14059409.55,0.9838573910808366,2584.7159571116135
2019-02-07,46200,46800,47100,46200,15872001,739207.112566,00,0.00,N,하락,-150,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46120.0,42760.0,43978.333333333336,84.45945945945945,1859.7583615424228,1496.44475440404,42760.0,47899.38353870335,37620.61646129665,17009319.2,14215559.75,1.1165231112338014,2569.6917693516716
2019-02-08,44800,45700,45700,44650,12689196,571010.6538,00,0.00,N,하락,-1400,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45980.0,43095.0,43978.333333333336,69.8224852071006,1742.2816806065748,1545.612139644547,43095.0,47811.47727596954,38378.52272403046,16304155.0,14212191.85,0.8928387777146423,2358.238637984769
2019-02-11,45000,44500,45000,44250,11125044,496105.674534,00,0.00,N,상승,200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45700.0,43365.0,43978.333333333336,68.71165644171779,1646.3409000373867,1565.7578917231149,43365.0,47851.717238577396,38878.282761422604,15027967.8,13895808.65,0.800604288689597,2243.358619288698
2019-02-12,46050,44650,46250,44650,13184367,604234.33198,00,0.00,N,상승,1050,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45680.0,43677.5,43978.333333333336,71.1864406779661,1636.1725859158032,1579.8408305616526,43677.5,47985.81203971801,39369.18796028199,13340612.4,13818442.05,0.9541138539564957,2154.156019859006
2019-02-13,46200,46400,46700,46000,11299738,522769.11555,00,0.00,N,상승,150,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45650.0,43962.5,43978.333333333336,70.17543859649123,1621.5259285736392,1588.1778501640501,43962.5,48137.850599839396,39787.149400160604,12834069.2,13800375.8,0.8187992967553825,2087.675299919698
2019-02-14,47500,46600,47500,46150,17259340,808870.207486,00,0.00,N,상승,1300,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45910.0,44335.0,43978.333333333336,78.91891891891892,1695.2754029799398,1609.597360727228,44335.0,48367.51260317152,40302.48739682848,13111537.0,14064093.0,1.2271918281541512,2016.256301585758
2019-02-15,46050,46750,46850,45650,10554643,487928.3255,00,0.00,N,하락,-1450,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46160.0,44582.5,43978.333333333336,69.19431279620854,1618.0674367400934,1611.2913759298012,44582.5,48379.76702275539,40785.23297724461,12684626.4,14017187.35,0.7529786637260006,1898.6335113776931
2019-02-18,46200,46500,46850,45850,8183728,379385.5853,00,0.00,N,상승,150,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46400.0,44820.0,43978.333333333336,66.32124352331607,1551.103161916959,1599.2537331272329,44820.0,48379.03594279484,41260.96405720516,12096363.2,14001794.0,0.5844771034340314,1779.5179713974208
2019-02-19,45950,45850,46150,45450,6741395,309243.749,00,0.00,N,하락,-250,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46380.0,45020.0,43978.333333333336,57.31707317073171,1461.018864982405,1571.6067594982674,45020.0,48341.603924548996,41698.396075451004,10807768.8,13752018.6,0.4902113061423579,1660.801962274496
2019-02-20,46900,46750,47100,46500,11506720,538847.352577,00,0.00,N,상승,950,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46520.0,45250.0,43978.333333333336,60.451977401129945,1449.5736880110926,1547.2001452008324,45250.0,48411.77831374426,42088.22168625574,10849165.2,13775891.8,0.8352794989287009,1580.8891568721294
2019-02-21,46950,46500,47200,46200,8694009,406411.5521,00,0.00,N,상승,50,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46410.0,45460.0,43978.333333333336,58.57988165680473,1428.0759147371427,1523.3752991080944,45460.0,48477.24865957126,42442.75134042874,9136099.0,13642807.2,0.6372595370254884,1508.6243297856292
2019-02-22,47150,46500,47150,46450,6895772,322775.2551,00,0.00,N,상승,200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46630.0,45710.0,43978.333333333336,54.83870967741936,1410.9129765340476,1500.8828345932852,45710.0,48381.21104015632,43038.78895984368,8404324.8,13489378.0,0.5112001457739563,1335.6055200781589
2019-02-25,47350,47400,47550,47050,7484716,354011.5449,00,0.00,N,상승,200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46860.0,45977.5,43978.333333333336,57.79220779220779,1397.3418656736903,1480.1746408093663,45977.5,48099.43432112266,43855.56567887734,8264522.4,13310059.85,0.5623352625270126,1060.9671605613294
2019-02-26,46750,47350,47450,46500,7985547,374675.1861,00,0.00,N,하락,-600,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,47020.0,46162.5,43978.333333333336,52.46913580246914,1322.921857271147,1448.7240841017226,46162.5,47799.53036656411,44525.46963343589,8513352.8,12971956.05,0.6156008368529741,818.5151832820557
2019-02-27,46750,47000,47250,46750,8045211,377808.474774,00,0.00,N,보합,0,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46990.0,46262.5,43978.333333333336,53.459119496855344,1249.5395503201944,1408.887177345417,46262.5,47775.90501414608,44749.09498585392,7821051.0,12234746.8,0.6575706985615755,756.7025070730417
2019-02-28,45100,46400,46500,45100,23569320,1073228.68635,00,0.00,N,하락,-1650,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46620.0,46265.0,43978.333333333336,51.82926829268292,1046.1825913093853,1336.3462601382107,46265.0,47770.114089048744,44759.885910951256,10796113.2,12513267.1,1.8835464640565374,752.5570445243726
2019-03-04,44850,46000,46100,44800,12926539,585692.172641,00,0.00,N,하락,-250,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46160.0,46232.5,43978.333333333336,49.09090909090909,854.992009847243,1240.0754100800173,46232.5,47832.26149538163,44632.73850461837,12002266.6,12348843.2,1.0467813697723525,799.880747690814
2019-03-05,44250,44600,45100,44150,10612405,471638.4432,00,0.00,N,하락,-600,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45540.0,46125.0,43978.333333333336,38.46153846153846,647.5920726920376,1121.5787426024215,46125.0,47950.40550649939,44299.59449350061,12627804.4,12004164.45,0.8840602812634745,912.7027532496941
2019-03-06,44000,44000,44300,43700,10202544,447977.041138,00,0.00,N,하락,-250,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44990.0,46017.5,43978.333333333336,36.07594936708861,457.7762578531547,988.8182456525682,46017.5,48075.16218904147,43959.83781095853,13071203.8,11433234.45,0.8923585049023464,1028.8310945207322
2019-03-07,44450,43400,44950,43400,11049749,490121.520107,00,0.00,N,상승,450,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44530.0,45922.5,43978.333333333336,28.36879432624113,339.74077605228376,859.0027517325113,45922.5,48088.134707011064,43756.865292988936,13672111.4,11294099.2,0.9783647907041582,1082.817353505533
2019-03-08,43800,44450,44800,43800,7729069,340351.298588,00,0.00,N,하락,-650,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44270.0,45802.5,43978.333333333336,32.0,191.53929286296625,725.5100599586024,45802.5,48160.79443275841,43444.20556724159,10504061.2,10886952.6,0.709938702222328,1179.147216379206
2019-03-11,43650,44400,44450,43650,10717408,471357.939175,00,0.00,N,하락,-150,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44030.0,45745.0,43978.333333333336,29.599999999999994,61.27842377888737,592.6637327226593,45745.0,48257.26465250198,43232.73534749802,10062235.0,10788363.2,0.993422987464864,1256.13232625099
2019-03-12,44650,44300,44950,44150,11431977,508997.11365,00,0.00,N,상승,1000,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44110.0,45727.5,43978.333333333336,40.714285714285715,38.295937473361846,481.7901736727999,45727.5,48266.35075534091,43188.64924465909,10226149.4,10803709.85,1.0581529084659749,1269.4253776704545
2019-03-13,43850,44250,44450,43700,8108343,356447.3785,00,0.00,N,하락,-800,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44080.0,45617.5,43978.333333333336,27.737226277372258,-43.96436874860956,376.63926518851804,45617.5,48284.90066652722,42950.09933347278,9807309.2,10549908.65,0.768569972404453,1333.700333263608
2019-03-14,43850,43700,44300,43550,18039160,789951.14945,00,0.00,N,보합,0,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,43960.0,45500.0,43978.333333333336,27.205882352941174,-107.91230816754978,279.7289505173045,45500.0,48264.62617630977,42735.37382369023,11205191.4,10886879.75,1.6569632818806508,1382.3130881548866
2019-03-15,44200,43800,44250,43700,16814164,740350.09125,00,0.00,N,상승,350,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44040.0,45335.0,43978.333333333336,28.77697841726618,-128.86397229159047,198.01036595552551,45335.0,47988.71636131598,42681.28363868402,13022210.4,10864620.95,1.5476070520435414,1326.8581806579907
2019-03-18,43700,43950,44150,43450,8188876,357784.12395,00,0.00,N,하락,-500,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44050.0,45217.5,43978.333333333336,24.827586206896555,-183.69659834555932,121.66897309530856,45217.5,47944.99644218019,42490.00355781981,12516504.0,10746332.6,0.7620158713494499,1363.7482210900955
2019-03-19,43900,43750,43900,43550,7609563,333042.8416,00,0.00,N,상승,200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,43900.0,45102.5,43978.333333333336,29.197080291970792,-208.60880852065748,55.61341677211536,45102.5,47849.45525225568,42355.54474774432,11752021.2,10717624.35,0.7100046382946795,1373.47762612784
2019-03-20,44050,43800,44200,43100,9846242,429486.26265,00,0.00,N,상승,150,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,43940.0,45007.5,43978.333333333336,30.714285714285708,-213.78380158069194,1.7339731015538984,45007.5,47762.45247833698,42252.54752166302,12099601.0,10872866.7,0.9055792066318629,1377.4762391684894
2019-03-21,45850,44600,46250,44050,21138016,966296.342038,00,0.00,N,상승,1800,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44340.0,44955.0,43978.333333333336,55.24475524475525,-71.81225709403952,-12.975272937564787,44955.0,47595.7534809915,42314.2465190085,12719372.2,11354431.5,1.8616533993797928,1320.3767404957518
2019-03-22,46550,46850,47000,46250,12535911,583256.2071,00,0.00,N,상승,700,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,44810.0,44935.0,43978.333333333336,61.184210526315795,96.07783909457794,8.835349468863757,44935.0,47517.55279662754,42352.44720337246,11863721.6,11546526.6,1.0856867553572345,1291.2763983137716
2019-03-25,45500,45300,45650,44800,8699728,394433.13381,00,0.00,N,하락,-1050,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45170.0,44852.5,43978.333333333336,57.7639751552795,142.760075833874,35.620294741865806,44852.5,47234.77555964997,42470.22444035003,11965892.0,11636724.4,0.7476096967631201,1191.1377798249853
2019-03-26,45250,45500,45700,44900,9729811,440019.808489,00,0.00,N,하락,-250,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45440.0,44747.5,43978.333333333336,57.7639751552795,157.76456244347355,60.04914828218736,44747.5,46832.90668758683,42662.09331241317,12389941.6,11748979.15,0.8281409708689457,1042.703343793417
2019-03-27,45350,44750,45600,44250,9568081,430843.2869,00,0.00,N,상승,100,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45700.0,44677.5,43978.333333333336,55.84415584415584,175.69953557130066,83.17922574001003,44677.5,46564.428721494354,42790.571278505646,12334309.4,11828105.85,0.808927576514713,943.4643607471756
2019-03-28,44850,44950,45200,44300,6821306,306038.3101,05,0.00,N,하락,-500,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45500.0,44582.5,43978.333333333336,56.95364238410596,147.86283889855258,96.11594837171855,44582.5,46202.530863903616,42962.469136096384,9470967.4,11766910.6,0.5797023731955608,810.0154319518089
2019-03-29,44650,44500,44900,44200,11491713,511623.62175,00,0.00,N,하락,-200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45120.0,44560.0,43978.333333333336,56.57894736842105,108.41399861194805,98.57555841976445,44560.0,46162.16958166773,42957.83041833227,9262127.8,11163030.25,1.0294438644919017,801.0847908338657
2019-04-01,45050,45200,45450,44850,7362129,332300.4608,00,0.00,N,상승,400,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45030.0,44570.0,43978.333333333336,52.857142857142854,108.18013230634824,100.49647319708122,44570.0,46182.25569344721,42957.74430655279,8994608.0,10884809.75,0.6763672649400234,806.1278467236033
2019-04-02,45750,45550,46100,45350,9480688,433628.26265,00,0.00,N,상승,700,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45130.0,44645.0,44095.0,63.768115942028984,162.6045375392132,112.91808606550762,44645.0,46332.383524245466,42957.616475754534,8944783.4,10828223.9,0.8755533767638476,843.6917621227319
2019-04-03,46600,46750,46750,45800,12436570,576545.187625,00,0.00,N,상승,850,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45380.0,44775.0,44245.0,67.74193548387096,271.1979657126649,144.5740619949391,44775.0,46643.999169271396,42906.000830728604,9518481.2,10939925.2,1.1368057617066707,934.4995846356961
2019-04-04,46950,46150,47100,46150,12650168,591478.058953,00,0.00,N,상승,350,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45800.0,44900.0,44403.333333333336,67.74193548387096,381.1079397435751,191.8808375446663,44900.0,46997.86859254322,42802.13140745678,10684253.6,11019946.15,1.147933740129937,1048.9342962716096
2019-04-05,46850,46950,47550,46600,8546339,401643.8833,00,0.00,N,하락,-100,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46240.0,45052.5,44538.333333333336,71.42857142857143,454.8994243576017,244.48455490725337,45052.5,47254.52657854802,42850.47342145198,10095178.8,11060809.65,0.7726684818231186,1101.013289274011
2019-04-08,46650,47250,47250,46150,8507909,397148.4978,00,0.00,N,하락,-200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46560.0,45202.5,44680.833333333336,68.70748299319727,491.5748106009851,293.90260604599973,45202.5,47410.97053529439,42994.02946470561,10324334.8,10950334.7,0.7769542423210133,1104.2352676471955
2019-04-09,46650,46700,46950,46200,6878761,320647.245,00,0.00,N,보합,0,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46740.0,45302.5,44798.333333333336,68.05555555555556,514.7070954286974,338.06350392253927,45302.5,47585.49779837142,43019.50220162858,9803949.4,10722673.9,0.6415154525962036,1141.4988991857115
2019-04-10,46700,46400,46700,46050,11883995,550967.366221,00,0.00,N,상승,50,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46760.0,45445.0,44913.333333333336,57.79816513761468,530.9536764711665,376.6415384322647,45445.0,47701.89586542418,43188.10413457582,9693434.4,10911456.5,1.0891300350232804,1128.4479327120914
2019-04-11,46250,46700,46800,46150,13697399,634752.1443,00,0.00,N,하락,-450,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46620.0,45565.0,45009.166666666664,47.11538461538462,501.7342892369634,401.6600885932045,45565.0,47717.62385791958,43412.37614208042,9902880.6,10694368.45,1.2808048520153614,1076.3119289597892
2019-04-12,46850,46050,46900,46000,7668936,357084.14755,00,0.00,N,상승,600,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46620.0,45697.5,45122.5,64.21052631578948,520.9870851162996,425.5254878978235,45697.5,47822.408666767966,43572.591333232034,9727400.0,10237107.05,0.7491311717796288,1062.4543333839845
2019-04-15,47050,47150,47500,47000,8733019,412633.2076,00,0.00,N,상승,200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46700.0,45865.0,45221.666666666664,69.14893617021276,546.0884256472127,449.63807544770134,45865.0,47850.50006958352,43879.49993041648,9772422.0,10264314.2,0.8508136861204035,992.7500347917603
2019-04-16,47250,47400,47400,46800,7730881,364272.720183,00,0.00,N,상승,200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46820.0,46032.5,45318.333333333336,69.79166666666667,575.4859041184754,474.8076411818562,46032.5,47880.478981425345,44184.521018574655,9942846.0,10270380.1,0.7527356266006163,923.9894907126729
2019-04-17,47050,47300,47600,47000,5513658,260238.02645,00,0.00,N,하락,-200,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46890.0,46182.5,45403.333333333336,74.44444444444444,576.0054567199622,495.0472042894774,46182.5,47828.95552307801,44536.04447692199,8668778.6,10053750.9,0.5484180038715699,823.227761539004
2019-04-18,45600,47200,47250,45500,12808747,589351.8823,00,0.00,N,하락,-1450,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46760.0,46170.0,45458.333333333336,58.26086956521739,454.1788331830103,486.873530068184,46170.0,47830.817807429245,44509.182192570755,8491048.2,9637287.45,1.3290821786165568,830.4089037146213
2019-04-19,45300,45750,46000,45250,8479710,386062.293847,00,0.00,N,하락,-300,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46450.0,46107.5,45500.833333333336,52.21238938053097,329.62317276878457,455.42345860830414,46107.5,47801.8481901528,44413.1518098472,8653203.0,9434477.4,0.8988001815553662,847.1740950764005
2019-04-22,45350,45400,45900,45100,6006957,273125.4059,00,0.00,N,상승,50,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,46110.0,46100.0,45554.166666666664,45.99999999999999,232.26904369474505,410.79257562559235,46100.0,47806.95173057902,44393.04826942098,8107990.6,9299838.85,0.6459205473221722,853.4758652895089
2019-04-23,45200,45050,45500,45000,6920566,313179.774125,00,0.00,N,하락,-150,,2018-12-31,1.75,9.77,5.12,19.63,6024.0,33458,35342.0,26648.22,36.97,45700.0,46097.5,45607.5,33.72093023255813,141.38168850916554,356.910398202307,46097.5,47809.831436191256,44385.168563808744,7945927.6,9159376.6,0.7555717274470405,856.165718095628
